cliente_id,health_score,riesgo_churn_pct,customer_lifetime_value_estimado,fecha_ultima_prediccion,variables_mas_influyentes,motivo_principal_riesgo,explicacion_ia,accion_recomendada,nivel_riesgo
297,66,34.4,879.34,2026-07-12,Impagos recurrentes; Baja satisfacción (NPS < 5); Sin interacción con la app,Impagos recurrentes,El cliente muestra indicios de desenganche: impagos recurrentes. Una acción proactiva puede revertir la situación.,Invitar a evento exclusivo del centro,medio
298,100,10.5,1978.09,2026-07-12,Precio elevado respecto al uso; Impagos recurrentes; Cambio reciente de entrenador,Baja frecuencia de visitas,El cliente está en buen estado. Mantener acciones de fidelización. Vigilar: baja frecuencia de visitas.,Email de fidelización estándar,bajo
299,45,52.3,2370.42,2026-07-12,Baja satisfacción (NPS < 5); Sin interacción con la app; Competidor cercano recién abierto,Sin interacción con la app,El cliente muestra indicios de desenganche: sin interacción con la app. Una acción proactiva puede revertir la situación.,Aplicar descuento del 10%,medio
300,58,34.3,326.96,2026-07-12,Sin interacción con la app; Baja satisfacción (NPS < 5); Cambio reciente de entrenador; Sin renovación automática,Cancelaciones de clases frecuentes,El cliente muestra indicios de desenganche: cancelaciones de clases frecuentes. Una acción proactiva puede revertir la situación.,Invitar a evento exclusivo del centro,medio
301,77,26.0,1215.04,2026-07-12,Cancelaciones de clases frecuentes; Baja frecuencia de visitas,Baja satisfacción (NPS < 5),El cliente está en buen estado. Mantener acciones de fidelización. Vigilar: baja satisfacción (nps < 5).,Email de fidelización estándar,bajo
302,100,4.1,3927.84,2026-07-12,Competidor cercano recién abierto; Sin renovación automática; Alta distancia al gimnasio; Baja satisfacción (NPS < 5),Cambio reciente de entrenador,El cliente está en buen estado. Mantener acciones de fidelización. Vigilar: cambio reciente de entrenador.,Enviar encuesta de satisfacción,bajo
303,46,49.2,1192.48,2026-07-12,Precio elevado respecto al uso; Sin interacción con la app; Competidor cercano recién abierto,Cambio reciente de entrenador,El cliente muestra indicios de desenganche: cambio reciente de entrenador. Una acción proactiva puede revertir la situación.,Enviar email personalizado de reactivación,medio
304,66,33.4,1766.96,2026-07-12,Sin interacción con la app; Cambio reciente de entrenador; Alta distancia al gimnasio; Baja frecuencia de visitas,Cancelaciones de clases frecuentes,El cliente muestra indicios de desenganche: cancelaciones de clases frecuentes. Una acción proactiva puede revertir la situación.,Invitar a evento exclusivo del centro,medio
305,61,40.0,974.07,2026-07-12,Competidor cercano recién abierto; Baja frecuencia de visitas; Alta distancia al gimnasio,Impagos recurrentes,El cliente muestra indicios de desenganche: impagos recurrentes. Una acción proactiva puede revertir la situación.,Ofrecer sesión de entrenamiento personal gratuita,medio
306,68,42.1,137.25,2026-07-12,Competidor cercano recién abierto; Sin interacción con la app,Alta distancia al gimnasio,El cliente muestra indicios de desenganche: alta distancia al gimnasio. Una acción proactiva puede revertir la situación.,Invitar a evento exclusivo del centro,medio
307,85,7.4,2084.64,2026-07-12,Sin interacción con la app; Precio elevado respecto al uso,Competidor cercano recién abierto,El cliente está en buen estado. Mantener acciones de fidelización. Vigilar: competidor cercano recién abierto.,Push notification con novedades del centro,bajo
308,83,25.1,2751.7,2026-07-12,Competidor cercano recién abierto; Alta distancia al gimnasio,Baja frecuencia de visitas,El cliente está en buen estado. Mantener acciones de fidelización. Vigilar: baja frecuencia de visitas.,Email de fidelización estándar,bajo
309,43,47.8,673.2,2026-07-12,Baja frecuencia de visitas; Sin interacción con la app; Cancelaciones de clases frecuentes,Baja frecuencia de visitas,El cliente muestra indicios de desenganche: baja frecuencia de visitas. Una acción proactiva puede revertir la situación.,Enviar email personalizado de reactivación,medio
310,83,9.9,2671.89,2026-07-12,Cambio reciente de entrenador; Precio elevado respecto al uso; Alta distancia al gimnasio; Baja frecuencia de visitas,Cambio reciente de entrenador,El cliente está en buen estado. Mantener acciones de fidelización. Vigilar: cambio reciente de entrenador.,Push notification con novedades del centro,bajo
311,61,29.3,66.45,2026-07-12,Competidor cercano recién abierto; Sin interacción con la app; Baja satisfacción (NPS < 5); Cambio reciente de entrenador,Cambio reciente de entrenador,El cliente está en buen estado. Mantener acciones de fidelización. Vigilar: cambio reciente de entrenador.,Enviar encuesta de satisfacción,bajo
312,86,13.2,2973.22,2026-07-12,Competidor cercano recién abierto; Cambio reciente de entrenador,Sin interacción con la app,El cliente está en buen estado. Mantener acciones de fidelización. Vigilar: sin interacción con la app.,Enviar encuesta de satisfacción,bajo
313,56,44.8,208.92,2026-07-12,Baja satisfacción (NPS < 5); Cancelaciones de clases frecuentes; Competidor cercano recién abierto; Alta distancia al gimnasio,Competidor cercano recién abierto,El cliente muestra indicios de desenganche: competidor cercano recién abierto. Una acción proactiva puede revertir la situación.,Enviar email personalizado de reactivación,medio
314,64,33.4,813.28,2026-07-12,Baja frecuencia de visitas; Sin renovación automática; Alta distancia al gimnasio; Sin interacción con la app,Impagos recurrentes,El cliente muestra indicios de desenganche: impagos recurrentes. Una acción proactiva puede revertir la situación.,Enviar email personalizado de reactivación,medio
315,57,43.1,472.43,2026-07-12,Sin renovación automática; Competidor cercano recién abierto; Cancelaciones de clases frecuentes; Impagos recurrentes,Cancelaciones de clases frecuentes,El cliente muestra indicios de desenganche: cancelaciones de clases frecuentes. Una acción proactiva puede revertir la situación.,Aplicar descuento del 10%,medio
316,61,43.3,195.6,2026-07-12,Precio elevado respecto al uso; Cambio reciente de entrenador,Sin interacción con la app,El cliente muestra indicios de desenganche: sin interacción con la app. Una acción proactiva puede revertir la situación.,Invitar a evento exclusivo del centro,medio
317,31,62.6,2887.6,2026-07-12,Impagos recurrentes; Precio elevado respecto al uso; Cancelaciones de clases frecuentes,Cambio reciente de entrenador,El cliente presenta señales críticas: cambio reciente de entrenador. Tendencia de actividad decreciente. Intervención inmediata recomendada.,Llamada urgente del comercial,alto
318,38,61.8,33.61,2026-07-12,Impagos recurrentes; Baja satisfacción (NPS < 5); Alta distancia al gimnasio,Competidor cercano recién abierto,El cliente presenta señales críticas: competidor cercano recién abierto. Tendencia de actividad decreciente. Intervención inmediata recomendada.,Llamada urgente del comercial,alto
319,94,9.6,2572.08,2026-07-12,Baja frecuencia de visitas; Impagos recurrentes; Precio elevado respecto al uso; Cancelaciones de clases frecuentes,Precio elevado respecto al uso,El cliente está en buen estado. Mantener acciones de fidelización. Vigilar: precio elevado respecto al uso.,Email de fidelización estándar,bajo
320,54,41.7,1019.88,2026-07-12,Competidor cercano recién abierto; Impagos recurrentes; Cancelaciones de clases frecuentes,Baja satisfacción (NPS < 5),El cliente muestra indicios de desenganche: baja satisfacción (nps < 5). Una acción proactiva puede revertir la situación.,Ofrecer sesión de entrenamiento personal gratuita,medio
321,29,68.9,29.77,2026-07-12,Impagos recurrentes; Sin renovación automática; Precio elevado respecto al uso,Competidor cercano recién abierto,El cliente presenta señales críticas: competidor cercano recién abierto. Tendencia de actividad decreciente. Intervención inmediata recomendada.,Aplicar descuento personalizado del 20%,alto
322,65,35.2,554.54,2026-07-12,Sin renovación automática; Precio elevado respecto al uso; Competidor cercano recién abierto; Baja satisfacción (NPS < 5),Cambio reciente de entrenador,El cliente muestra indicios de desenganche: cambio reciente de entrenador. Una acción proactiva puede revertir la situación.,Aplicar descuento del 10%,medio
323,26,66.0,53.72,2026-07-12,Baja satisfacción (NPS < 5); Sin interacción con la app; Alta distancia al gimnasio; Cancelaciones de clases frecuentes,Impagos recurrentes,El cliente presenta señales críticas: impagos recurrentes. Tendencia de actividad decreciente. Intervención inmediata recomendada.,Ofrecer congelación temporal de cuota,alto
324,66,24.8,2174.34,2026-07-12,Sin interacción con la app; Baja satisfacción (NPS < 5); Impagos recurrentes,Competidor cercano recién abierto,El cliente está en buen estado. Mantener acciones de fidelización. Vigilar: competidor cercano recién abierto.,Push notification con novedades del centro,bajo
325,51,49.4,847.02,2026-07-12,Alta distancia al gimnasio; Cancelaciones de clases frecuentes; Competidor cercano recién abierto; Precio elevado respecto al uso,Baja satisfacción (NPS < 5),El cliente muestra indicios de desenganche: baja satisfacción (nps < 5). Una acción proactiva puede revertir la situación.,Ofrecer sesión de entrenamiento personal gratuita,medio
326,33,67.7,146.84,2026-07-12,Alta distancia al gimnasio; Impagos recurrentes,Sin interacción con la app,El cliente presenta señales críticas: sin interacción con la app. Tendencia de actividad decreciente. Intervención inmediata recomendada.,Ofrecer congelación temporal de cuota,alto
327,89,15.0,2179.92,2026-07-12,Sin renovación automática; Precio elevado respecto al uso,Cancelaciones de clases frecuentes,El cliente está en buen estado. Mantener acciones de fidelización. Vigilar: cancelaciones de clases frecuentes.,Push notification con novedades del centro,bajo
328,78,27.8,1418.12,2026-07-12,Precio elevado respecto al uso; Sin interacción con la app,Baja satisfacción (NPS < 5),El cliente está en buen estado. Mantener acciones de fidelización. Vigilar: baja satisfacción (nps < 5).,Push notification con novedades del centro,bajo
329,27,62.6,539.07,2026-07-12,Sin interacción con la app; Cancelaciones de clases frecuentes; Sin renovación automática; Baja frecuencia de visitas,Cancelaciones de clases frecuentes,El cliente presenta señales críticas: cancelaciones de clases frecuentes. Tendencia de actividad decreciente. Intervención inmediata recomendada.,Aplicar descuento personalizado del 20%,alto
330,67,38.7,46.14,2026-07-12,Impagos recurrentes; Baja satisfacción (NPS < 5),Cancelaciones de clases frecuentes,El cliente muestra indicios de desenganche: cancelaciones de clases frecuentes. Una acción proactiva puede revertir la situación.,Invitar a evento exclusivo del centro,medio
331,60,47.9,1483.3,2026-07-12,Sin interacción con la app; Alta distancia al gimnasio,Baja frecuencia de visitas,El cliente muestra indicios de desenganche: baja frecuencia de visitas. Una acción proactiva puede revertir la situación.,Invitar a evento exclusivo del centro,medio
332,54,51.6,150.57,2026-07-12,Competidor cercano recién abierto; Alta distancia al gimnasio,Sin interacción con la app,El cliente muestra indicios de desenganche: sin interacción con la app. Una acción proactiva puede revertir la situación.,Ofrecer sesión de entrenamiento personal gratuita,medio
333,83,26.7,507.49,2026-07-12,Cambio reciente de entrenador; Alta distancia al gimnasio; Sin renovación automática,Precio elevado respecto al uso,El cliente está en buen estado. Mantener acciones de fidelización. Vigilar: precio elevado respecto al uso.,Enviar encuesta de satisfacción,bajo
334,61,42.7,803.74,2026-07-12,Baja frecuencia de visitas; Cambio reciente de entrenador,Baja frecuencia de visitas,El cliente muestra indicios de desenganche: baja frecuencia de visitas. Una acción proactiva puede revertir la situación.,Aplicar descuento del 10%,medio
335,60,39.0,95.43,2026-07-12,Alta distancia al gimnasio; Precio elevado respecto al uso,Alta distancia al gimnasio,El cliente muestra indicios de desenganche: alta distancia al gimnasio. Una acción proactiva puede revertir la situación.,Ofrecer sesión de entrenamiento personal gratuita,medio
336,72,21.0,2719.25,2026-07-12,Competidor cercano recién abierto; Cambio reciente de entrenador,Impagos recurrentes,El cliente está en buen estado. Mantener acciones de fidelización. Vigilar: impagos recurrentes.,Email de fidelización estándar,bajo
337,79,26.7,618.12,2026-07-12,Baja frecuencia de visitas; Precio elevado respecto al uso; Sin interacción con la app,Baja frecuencia de visitas,El cliente está en buen estado. Mantener acciones de fidelización. Vigilar: baja frecuencia de visitas.,Enviar encuesta de satisfacción,bajo
338,29,65.4,66.75,2026-07-12,Baja satisfacción (NPS < 5); Sin renovación automática; Baja frecuencia de visitas,Alta distancia al gimnasio,El cliente presenta señales críticas: alta distancia al gimnasio. Tendencia de actividad decreciente. Intervención inmediata recomendada.,Ofrecer congelación temporal de cuota,alto
339,81,17.8,1755.69,2026-07-12,Cambio reciente de entrenador; Sin renovación automática,Cambio reciente de entrenador,El cliente está en buen estado. Mantener acciones de fidelización. Vigilar: cambio reciente de entrenador.,Push notification con novedades del centro,bajo
340,46,47.2,771.0,2026-07-12,Cancelaciones de clases frecuentes; Sin interacción con la app; Alta distancia al gimnasio; Impagos recurrentes,Baja satisfacción (NPS < 5),El cliente muestra indicios de desenganche: baja satisfacción (nps < 5). Una acción proactiva puede revertir la situación.,Invitar a evento exclusivo del centro,medio
341,62,32.6,290.25,2026-07-12,Cancelaciones de clases frecuentes; Competidor cercano recién abierto; Alta distancia al gimnasio,Alta distancia al gimnasio,El cliente muestra indicios de desenganche: alta distancia al gimnasio. Una acción proactiva puede revertir la situación.,Enviar email personalizado de reactivación,medio
342,48,54.6,411.46,2026-07-12,Baja frecuencia de visitas; Impagos recurrentes; Alta distancia al gimnasio; Cancelaciones de clases frecuentes,Sin interacción con la app,El cliente muestra indicios de desenganche: sin interacción con la app. Una acción proactiva puede revertir la situación.,Enviar email personalizado de reactivación,medio
343,43,50.7,1018.5,2026-07-12,Baja satisfacción (NPS < 5); Baja frecuencia de visitas; Sin interacción con la app; Impagos recurrentes,Sin renovación automática,El cliente muestra indicios de desenganche: sin renovación automática. Una acción proactiva puede revertir la situación.,Invitar a evento exclusivo del centro,medio
344,62,34.8,438.09,2026-07-12,Baja frecuencia de visitas; Sin renovación automática; Competidor cercano recién abierto,Sin interacción con la app,El cliente muestra indicios de desenganche: sin interacción con la app. Una acción proactiva puede revertir la situación.,Ofrecer sesión de entrenamiento personal gratuita,medio
345,79,22.3,798.38,2026-07-12,Impagos recurrentes; Cambio reciente de entrenador; Competidor cercano recién abierto,Baja frecuencia de visitas,El cliente está en buen estado. Mantener acciones de fidelización. Vigilar: baja frecuencia de visitas.,Enviar encuesta de satisfacción,bajo
346,40,61.3,674.87,2026-07-12,Cancelaciones de clases frecuentes; Baja frecuencia de visitas; Baja satisfacción (NPS < 5); Cambio reciente de entrenador,Competidor cercano recién abierto,El cliente presenta señales críticas: competidor cercano recién abierto. Tendencia de actividad decreciente. Intervención inmediata recomendada.,Ofrecer congelación temporal de cuota,alto
347,40,58.8,62.81,2026-07-12,Impagos recurrentes; Competidor cercano recién abierto; Baja satisfacción (NPS < 5); Sin interacción con la app,Precio elevado respecto al uso,El cliente muestra indicios de desenganche: precio elevado respecto al uso. Una acción proactiva puede revertir la situación.,Aplicar descuento del 10%,medio
348,69,36.2,2435.7,2026-07-12,Competidor cercano recién abierto; Baja satisfacción (NPS < 5),Precio elevado respecto al uso,El cliente muestra indicios de desenganche: precio elevado respecto al uso. Una acción proactiva puede revertir la situación.,Ofrecer sesión de entrenamiento personal gratuita,medio
349,69,36.5,961.93,2026-07-12,Sin interacción con la app; Alta distancia al gimnasio; Sin renovación automática; Precio elevado respecto al uso,Cancelaciones de clases frecuentes,El cliente muestra indicios de desenganche: cancelaciones de clases frecuentes. Una acción proactiva puede revertir la situación.,Aplicar descuento del 10%,medio
350,84,14.7,1238.2,2026-07-12,Baja satisfacción (NPS < 5); Alta distancia al gimnasio; Sin interacción con la app; Cambio reciente de entrenador,Competidor cercano recién abierto,El cliente está en buen estado. Mantener acciones de fidelización. Vigilar: competidor cercano recién abierto.,Enviar encuesta de satisfacción,bajo
351,45,53.8,1121.0,2026-07-12,Cambio reciente de entrenador; Alta distancia al gimnasio,Competidor cercano recién abierto,El cliente muestra indicios de desenganche: competidor cercano recién abierto. Una acción proactiva puede revertir la situación.,Ofrecer sesión de entrenamiento personal gratuita,medio
352,35,59.1,573.92,2026-07-12,Baja satisfacción (NPS < 5); Precio elevado respecto al uso; Alta distancia al gimnasio,Sin interacción con la app,El cliente muestra indicios de desenganche: sin interacción con la app. Una acción proactiva puede revertir la situación.,Ofrecer sesión de entrenamiento personal gratuita,medio
353,76,13.9,1236.07,2026-07-12,Baja frecuencia de visitas; Sin interacción con la app; Competidor cercano recién abierto,Baja satisfacción (NPS < 5),El cliente está en buen estado. Mantener acciones de fidelización. Vigilar: baja satisfacción (nps < 5).,Enviar encuesta de satisfacción,bajo
354,82,16.4,2502.12,2026-07-12,Baja satisfacción (NPS < 5); Alta distancia al gimnasio,Baja satisfacción (NPS < 5),El cliente está en buen estado. Mantener acciones de fidelización. Vigilar: baja satisfacción (nps < 5).,Enviar encuesta de satisfacción,bajo
355,77,27.1,886.72,2026-07-12,Precio elevado respecto al uso; Baja frecuencia de visitas; Cancelaciones de clases frecuentes; Sin interacción con la app,Precio elevado respecto al uso,El cliente está en buen estado. Mantener acciones de fidelización. Vigilar: precio elevado respecto al uso.,Push notification con novedades del centro,bajo
356,84,20.1,512.46,2026-07-12,Competidor cercano recién abierto; Impagos recurrentes,Cambio reciente de entrenador,El cliente está en buen estado. Mantener acciones de fidelización. Vigilar: cambio reciente de entrenador.,Enviar encuesta de satisfacción,bajo
357,60,34.6,2119.92,2026-07-12,Sin renovación automática; Impagos recurrentes; Sin interacción con la app; Baja satisfacción (NPS < 5),Alta distancia al gimnasio,El cliente muestra indicios de desenganche: alta distancia al gimnasio. Una acción proactiva puede revertir la situación.,Enviar email personalizado de reactivación,medio
358,69,32.5,1291.08,2026-07-12,Impagos recurrentes; Alta distancia al gimnasio; Baja satisfacción (NPS < 5); Cambio reciente de entrenador,Precio elevado respecto al uso,El cliente muestra indicios de desenganche: precio elevado respecto al uso. Una acción proactiva puede revertir la situación.,Invitar a evento exclusivo del centro,medio
359,86,15.0,398.52,2026-07-12,Baja satisfacción (NPS < 5); Precio elevado respecto al uso,Baja satisfacción (NPS < 5),El cliente está en buen estado. Mantener acciones de fidelización. Vigilar: baja satisfacción (nps < 5).,Email de fidelización estándar,bajo
360,29,70.1,39.0,2026-07-12,Precio elevado respecto al uso; Sin interacción con la app; Sin renovación automática,Competidor cercano recién abierto,El cliente presenta señales críticas: competidor cercano recién abierto. Tendencia de actividad decreciente. Intervención inmediata recomendada.,Reunión con el director del centro,alto
361,85,17.6,1172.96,2026-07-12,Baja satisfacción (NPS < 5); Sin interacción con la app; Alta distancia al gimnasio,Baja satisfacción (NPS < 5),El cliente está en buen estado. Mantener acciones de fidelización. Vigilar: baja satisfacción (nps < 5).,Push notification con novedades del centro,bajo
362,64,34.3,87.74,2026-07-12,Impagos recurrentes; Alta distancia al gimnasio; Baja satisfacción (NPS < 5); Precio elevado respecto al uso,Baja frecuencia de visitas,El cliente muestra indicios de desenganche: baja frecuencia de visitas. Una acción proactiva puede revertir la situación.,Ofrecer sesión de entrenamiento personal gratuita,medio
363,72,19.4,634.57,2026-07-12,Sin renovación automática; Precio elevado respecto al uso,Cancelaciones de clases frecuentes,El cliente está en buen estado. Mantener acciones de fidelización. Vigilar: cancelaciones de clases frecuentes.,Enviar encuesta de satisfacción,bajo
364,39,52.4,43.46,2026-07-12,Impagos recurrentes; Sin interacción con la app; Cancelaciones de clases frecuentes; Precio elevado respecto al uso,Alta distancia al gimnasio,El cliente muestra indicios de desenganche: alta distancia al gimnasio. Una acción proactiva puede revertir la situación.,Ofrecer sesión de entrenamiento personal gratuita,medio
365,76,28.6,782.98,2026-07-12,Cancelaciones de clases frecuentes; Competidor cercano recién abierto; Baja satisfacción (NPS < 5),Impagos recurrentes,El cliente está en buen estado. Mantener acciones de fidelización. Vigilar: impagos recurrentes.,Enviar encuesta de satisfacción,bajo
366,55,37.7,1412.88,2026-07-12,Precio elevado respecto al uso; Sin renovación automática; Baja satisfacción (NPS < 5); Cancelaciones de clases frecuentes,Sin renovación automática,El cliente muestra indicios de desenganche: sin renovación automática. Una acción proactiva puede revertir la situación.,Enviar email personalizado de reactivación,medio
367,36,70.4,1362.89,2026-07-12,Sin renovación automática; Cancelaciones de clases frecuentes; Baja frecuencia de visitas; Competidor cercano recién abierto,Baja frecuencia de visitas,El cliente presenta señales críticas: baja frecuencia de visitas. Tendencia de actividad decreciente. Intervención inmediata recomendada.,Aplicar descuento personalizado del 20%,alto
368,64,27.8,3622.71,2026-07-12,Cancelaciones de clases frecuentes; Baja satisfacción (NPS < 5); Alta distancia al gimnasio,Sin interacción con la app,El cliente está en buen estado. Mantener acciones de fidelización. Vigilar: sin interacción con la app.,Push notification con novedades del centro,bajo
369,68,40.2,81.6,2026-07-12,Impagos recurrentes; Sin interacción con la app; Cambio reciente de entrenador; Baja frecuencia de visitas,Impagos recurrentes,El cliente muestra indicios de desenganche: impagos recurrentes. Una acción proactiva puede revertir la situación.,Ofrecer sesión de entrenamiento personal gratuita,medio
370,80,20.7,888.95,2026-07-12,Impagos recurrentes; Sin interacción con la app,Alta distancia al gimnasio,El cliente está en buen estado. Mantener acciones de fidelización. Vigilar: alta distancia al gimnasio.,Email de fidelización estándar,bajo
371,60,32.6,468.15,2026-07-12,Alta distancia al gimnasio; Competidor cercano recién abierto; Precio elevado respecto al uso,Sin interacción con la app,El cliente muestra indicios de desenganche: sin interacción con la app. Una acción proactiva puede revertir la situación.,Ofrecer sesión de entrenamiento personal gratuita,medio
372,57,46.9,450.75,2026-07-12,Cancelaciones de clases frecuentes; Baja satisfacción (NPS < 5); Impagos recurrentes,Baja frecuencia de visitas,El cliente muestra indicios de desenganche: baja frecuencia de visitas. Una acción proactiva puede revertir la situación.,Aplicar descuento del 10%,medio
373,72,16.1,1234.25,2026-07-12,Alta distancia al gimnasio; Cancelaciones de clases frecuentes,Baja satisfacción (NPS < 5),El cliente está en buen estado. Mantener acciones de fidelización. Vigilar: baja satisfacción (nps < 5).,Email de fidelización estándar,bajo
374,66,26.1,1318.24,2026-07-12,Precio elevado respecto al uso; Cambio reciente de entrenador; Alta distancia al gimnasio,Sin renovación automática,El cliente está en buen estado. Mantener acciones de fidelización. Vigilar: sin renovación automática.,Push notification con novedades del centro,bajo
375,57,42.9,642.29,2026-07-12,Competidor cercano recién abierto; Sin renovación automática; Alta distancia al gimnasio,Precio elevado respecto al uso,El cliente muestra indicios de desenganche: precio elevado respecto al uso. Una acción proactiva puede revertir la situación.,Enviar email personalizado de reactivación,medio
376,84,10.6,1300.95,2026-07-12,Sin interacción con la app; Alta distancia al gimnasio,Cancelaciones de clases frecuentes,El cliente está en buen estado. Mantener acciones de fidelización. Vigilar: cancelaciones de clases frecuentes.,Push notification con novedades del centro,bajo
377,50,46.9,613.12,2026-07-12,Sin renovación automática; Baja satisfacción (NPS < 5),Competidor cercano recién abierto,El cliente muestra indicios de desenganche: competidor cercano recién abierto. Una acción proactiva puede revertir la situación.,Ofrecer sesión de entrenamiento personal gratuita,medio
378,61,35.7,69.2,2026-07-12,Cancelaciones de clases frecuentes; Baja satisfacción (NPS < 5),Competidor cercano recién abierto,El cliente muestra indicios de desenganche: competidor cercano recién abierto. Una acción proactiva puede revertir la situación.,Enviar email personalizado de reactivación,medio
379,72,22.0,913.64,2026-07-12,Precio elevado respecto al uso; Baja satisfacción (NPS < 5); Impagos recurrentes; Sin interacción con la app,Cambio reciente de entrenador,El cliente está en buen estado. Mantener acciones de fidelización. Vigilar: cambio reciente de entrenador.,Enviar encuesta de satisfacción,bajo
380,74,33.1,711.62,2026-07-12,Precio elevado respecto al uso; Cambio reciente de entrenador; Sin interacción con la app; Baja frecuencia de visitas,Cancelaciones de clases frecuentes,El cliente muestra indicios de desenganche: cancelaciones de clases frecuentes. Una acción proactiva puede revertir la situación.,Ofrecer sesión de entrenamiento personal gratuita,medio
381,30,62.3,33.05,2026-07-12,Cambio reciente de entrenador; Precio elevado respecto al uso; Cancelaciones de clases frecuentes,Sin renovación automática,El cliente presenta señales críticas: sin renovación automática. Tendencia de actividad decreciente. Intervención inmediata recomendada.,Llamada urgente del comercial,alto
382,87,11.4,1356.81,2026-07-12,Cambio reciente de entrenador; Baja frecuencia de visitas; Impagos recurrentes; Baja satisfacción (NPS < 5),Sin renovación automática,El cliente está en buen estado. Mantener acciones de fidelización. Vigilar: sin renovación automática.,Enviar encuesta de satisfacción,bajo
383,65,28.9,61.35,2026-07-12,Baja satisfacción (NPS < 5); Cambio reciente de entrenador; Impagos recurrentes,Impagos recurrentes,El cliente está en buen estado. Mantener acciones de fidelización. Vigilar: impagos recurrentes.,Enviar encuesta de satisfacción,bajo
384,39,66.4,513.05,2026-07-12,Precio elevado respecto al uso; Competidor cercano recién abierto; Impagos recurrentes; Sin renovación automática,Impagos recurrentes,El cliente presenta señales críticas: impagos recurrentes. Tendencia de actividad decreciente. Intervención inmediata recomendada.,Ofrecer congelación temporal de cuota,alto
385,73,20.7,100.24,2026-07-12,Competidor cercano recién abierto; Impagos recurrentes,Precio elevado respecto al uso,El cliente está en buen estado. Mantener acciones de fidelización. Vigilar: precio elevado respecto al uso.,Push notification con novedades del centro,bajo
386,65,25.8,906.66,2026-07-12,Sin interacción con la app; Baja satisfacción (NPS < 5); Cambio reciente de entrenador; Cancelaciones de clases frecuentes,Precio elevado respecto al uso,El cliente está en buen estado. Mantener acciones de fidelización. Vigilar: precio elevado respecto al uso.,Email de fidelización estándar,bajo
387,50,55.4,48.37,2026-07-12,Competidor cercano recién abierto; Baja satisfacción (NPS < 5); Alta distancia al gimnasio; Cambio reciente de entrenador,Sin interacción con la app,El cliente muestra indicios de desenganche: sin interacción con la app. Una acción proactiva puede revertir la situación.,Aplicar descuento del 10%,medio
388,72,37.4,650.39,2026-07-12,Impagos recurrentes; Sin renovación automática; Cancelaciones de clases frecuentes,Sin interacción con la app,El cliente muestra indicios de desenganche: sin interacción con la app. Una acción proactiva puede revertir la situación.,Enviar email personalizado de reactivación,medio
389,82,24.8,599.76,2026-07-12,Precio elevado respecto al uso; Sin interacción con la app,Baja satisfacción (NPS < 5),El cliente está en buen estado. Mantener acciones de fidelización. Vigilar: baja satisfacción (nps < 5).,Push notification con novedades del centro,bajo
390,91,13.3,1964.43,2026-07-12,Baja satisfacción (NPS < 5); Precio elevado respecto al uso; Cambio reciente de entrenador; Impagos recurrentes,Baja satisfacción (NPS < 5),El cliente está en buen estado. Mantener acciones de fidelización. Vigilar: baja satisfacción (nps < 5).,Email de fidelización estándar,bajo
391,51,51.8,26.85,2026-07-12,Baja frecuencia de visitas; Sin interacción con la app; Precio elevado respecto al uso,Competidor cercano recién abierto,El cliente muestra indicios de desenganche: competidor cercano recién abierto. Una acción proactiva puede revertir la situación.,Invitar a evento exclusivo del centro,medio
392,29,63.7,833.4,2026-07-12,Baja frecuencia de visitas; Baja satisfacción (NPS < 5); Cancelaciones de clases frecuentes; Sin interacción con la app,Cambio reciente de entrenador,El cliente presenta señales críticas: cambio reciente de entrenador. Tendencia de actividad decreciente. Intervención inmediata recomendada.,Llamada urgente del comercial,alto
393,69,34.5,940.93,2026-07-12,Cancelaciones de clases frecuentes; Cambio reciente de entrenador,Alta distancia al gimnasio,El cliente muestra indicios de desenganche: alta distancia al gimnasio. Una acción proactiva puede revertir la situación.,Ofrecer sesión de entrenamiento personal gratuita,medio
394,52,44.1,395.52,2026-07-12,Sin interacción con la app; Baja satisfacción (NPS < 5); Alta distancia al gimnasio,Competidor cercano recién abierto,El cliente muestra indicios de desenganche: competidor cercano recién abierto. Una acción proactiva puede revertir la situación.,Invitar a evento exclusivo del centro,medio
395,79,24.0,979.44,2026-07-12,Baja satisfacción (NPS < 5); Sin renovación automática; Cambio reciente de entrenador,Cancelaciones de clases frecuentes,El cliente está en buen estado. Mantener acciones de fidelización. Vigilar: cancelaciones de clases frecuentes.,Push notification con novedades del centro,bajo
396,81,17.3,2948.66,2026-07-12,Precio elevado respecto al uso; Competidor cercano recién abierto,Competidor cercano recién abierto,El cliente está en buen estado. Mantener acciones de fidelización. Vigilar: competidor cercano recién abierto.,Enviar encuesta de satisfacción,bajo
397,100,12.3,620.51,2026-07-12,Precio elevado respecto al uso; Cancelaciones de clases frecuentes,Alta distancia al gimnasio,El cliente está en buen estado. Mantener acciones de fidelización. Vigilar: alta distancia al gimnasio.,Enviar encuesta de satisfacción,bajo
398,66,39.0,94.69,2026-07-12,Sin renovación automática; Impagos recurrentes; Competidor cercano recién abierto; Baja satisfacción (NPS < 5),Cancelaciones de clases frecuentes,El cliente muestra indicios de desenganche: cancelaciones de clases frecuentes. Una acción proactiva puede revertir la situación.,Enviar email personalizado de reactivación,medio
399,41,54.0,874.64,2026-07-12,Sin renovación automática; Impagos recurrentes,Impagos recurrentes,El cliente muestra indicios de desenganche: impagos recurrentes. Una acción proactiva puede revertir la situación.,Aplicar descuento del 10%,medio
